-0.81141,0.17994
-0.81141,-0.44926
-0.81141,-1.5453
-0.81141,-1.8686
-0.81141,-1.8586
-0.81141,-1.7396
-0.81141,-1.5913
-0.81141,-1.506
-0.81141,-1.4509
-0.81141,-1.3641
-0.81141,-1.1768
-0.81141,-1.0423
-0.81141,-0.87189
-0.81141,-0.46476
-0.81141,-0.67219
-0.81141,-0.38858
-0.81141,-0.31716
-0.81141,-1.3179
-0.81141,-1.7357
-0.81141,-1.8006
-0.81141,-1.7313
-0.81141,-1.6432
-0.81141,-1.524
-0.81141,-1.3939
-0.81141,-1.2957
-0.81141,-1.1234
-0.81141,-0.6912
-0.81141,-0.44131
-0.81141,-0.15431
-0.81141,-0.1228
-0.81141,-0.52568
-0.81141,-0.67501
-0.81141,-1.1171
-0.81141,-1.3348
-0.81141,-1.477
-0.81141,-1.3465
-0.81141,-1.196
-0.81141,-0.86708
-0.81141,-0.6446
-0.81141,-0.36663
-0.81141,-1.0533
-0.81141,-1.4692
-0.81141,-1.6048
-0.81141,-1.568
-0.81141,-1.4904
-0.81141,-1.3799
-0.81141,-1.2882
-0.81141,-1.1861
-0.81141,-1.0442
-0.81141,-0.76085
-0.81141,-0.33322
-0.81141,-0.052432
-0.81141,-0.61537
-0.81141,-1.1691
-0.81141,-1.5327
-0.81141,-1.6427
-0.81141,-1.6711
-0.81141,-1.6175
-0.81141,-1.5601
-0.81141,-1.5066
-0.81141,-1.4838
-0.81141,-1.2912
-0.81141,-1.1709
-0.81141,-1.1624
-0.81141,-0.95573
-0.81141,-0.76288
-0.81141,-0.38466
-0.81141,-0.3403
-0.81141,-0.73523
-0.81141,-1.1776
-0.81141,-1.4396
-0.81141,-1.5332
-0.81141,-1.5541
-0.81141,-1.5629
-0.81141,-1.4358
-0.81141,-1.2329
-0.81141,-1.1719
-0.81141,-0.93118
-0.81141,-0.64254
-0.81141,-0.20827
-0.81141,-0.057134
-0.81141,-0.72747
-0.81141,-0.93146
-0.81141,-1.0588
-0.81141,-1.093
-0.81141,-1.1811
-0.81141,-1.0321
-0.81141,-0.59075
-0.81141,0.22531
-0.81141,-0.1651
-0.81141,-0.63861
-0.81141,-0.77418
-0.81141,-0.67645
-0.81141,-0.87053
-0.81141,-1.2819
-0.81141,-1.4274
-0.81141,-1.4015
-0.81141,-1.265
-0.81141,-1.1287
-0.81141,-0.78849
-0.81141,-0.14342
-0.81141,0.44035
-0.81141,-0.70514
-0.81141,-1.5982
-0.81141,-1.9103
-0.81141,-1.9173
-0.81141,-1.7887
-0.81141,-1.6621
1.8709,-1.5874
1.8709,0.93261
